Time,Device name,Acceleration X(g),Acceleration Y(g),Acceleration Z(g),X acceleration amplitude(g),Y acceleration amplitude(g),Z acceleration amplitude(g),X velocity amplitude(mm/s),Y velocity amplitude(mm/s),Z velocity amplitude(mm/s),X displacement amplitude(um),Y displacement amplitude(um),Z displacement amplitude(um),X frequency vibration frequency(Hz),Y frequency vibration frequency(Hz),Z frequency vibration frequency(Hz),Chip Time(),Temperature(℃),Version number()
 22:19:35.809,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7896, 0.6143, 0.1406, 0.7153, 0.6538, 0.2617, 50.93, 33.75, 0.00, 412, 273, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:45.985, 21.71, 10210.1.22,
 22:19:35.898,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7896, 0.6143, 0.1411, 0.7461, 0.6665, 0.2651, 51.15, 34.19, 0.00, 413, 276, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:46.075, 21.97, 10210.1.22,
 22:19:35.989,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7900, 0.6138, 0.1411, 0.7393, 0.6787, 0.2759, 50.84, 34.23, 0.00, 411, 277, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:46.165, 21.84, 10210.1.22,
 22:19:36.080,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7900, 0.6138, 0.1411, 0.7109, 0.6514, 0.2744, 49.91, 33.39, 0.00, 403, 270, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:46.255, 21.84, 10210.1.22,
 22:19:36.171,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7905, 0.6133, 0.1411, 0.7041, 0.6377, 0.2744, 49.62, 33.09, 0.00, 401, 267, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:46.350, 21.97, 10210.1.22,
 22:19:36.260,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7905, 0.6128, 0.1411, 0.7173, 0.6470, 0.2720, 49.66, 32.80, 0.00, 401, 265, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:46.440, 21.78, 10210.1.22,
 22:19:36.350,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7905, 0.6128, 0.1416, 0.7422, 0.6714, 0.2661, 50.35, 32.87, 0.00, 407, 266, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:46.525, 21.84, 10210.1.22,
 22:19:36.440,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7910, 0.6128, 0.1416, 0.7422, 0.6714, 0.2661, 50.35, 32.87, 0.00, 407, 266, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:46.615, 21.71, 10210.1.22,
 22:19:36.530,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7910, 0.6123, 0.1416, 0.7500, 0.7183, 0.2617, 50.86, 34.02, 0.00, 411, 275, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:46.705, 21.65, 10210.1.22,
 22:19:36.620,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7910, 0.6123, 0.1416, 0.7480, 0.7319, 0.2544, 50.79, 34.68, 0.00, 411, 280, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:46.795, 21.71, 10210.1.22,
 22:19:36.710,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7910, 0.6123, 0.1416, 0.7422, 0.6968, 0.2612, 51.11, 34.73, 0.00, 413, 281, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:46.890, 21.78, 10210.1.22,
 22:19:36.800,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7910, 0.6123, 0.1421, 0.7314, 0.6582, 0.2637, 51.02, 34.18, 0.00, 412, 276, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:46.975, 21.97, 10210.1.22,
 22:19:36.890,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7910, 0.6118, 0.1421, 0.7246, 0.6509, 0.2661, 51.03, 34.07, 0.00, 412, 275, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:47.065, 21.84, 10210.1.22,
 22:19:36.980,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7910, 0.6118, 0.1426, 0.7227, 0.6235, 0.2661, 50.61, 33.19, 0.00, 409, 268, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:47.155, 21.84, 10210.1.22,
 22:19:37.071,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7910, 0.6118, 0.1426, 0.7266, 0.5972, 0.2603, 50.55, 32.83, 0.00, 409, 265, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:47.250, 21.78, 10210.1.22,
 22:19:37.162,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7910, 0.6118, 0.1426, 0.7373, 0.6050, 0.2642, 50.32, 32.80, 0.00, 407, 265, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:47.340, 21.78, 10210.1.22,
 22:19:37.252,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7910, 0.6118, 0.1431, 0.7505, 0.6592, 0.2661, 49.92, 33.41, 0.00, 404, 270, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:47.430, 21.90, 10210.1.22,
 22:19:37.343,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7910, 0.6118, 0.1431, 0.7578, 0.6724, 0.2764, 49.82, 33.35, 0.00, 403, 269, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:47.520, 21.84, 10210.1.22,
 22:19:37.432,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7910, 0.6113, 0.1431, 0.7285, 0.6699, 0.2852, 49.59, 33.40, 0.00, 401, 270, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:47.610, 21.84, 10210.1.22,
 22:19:37.522,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7910, 0.6113, 0.1431, 0.7285, 0.6699, 0.2852, 49.59, 33.40, 0.00, 401, 270, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:47.700, 21.97, 10210.1.22,
 22:19:37.612,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7910, 0.6113, 0.1436, 0.7251, 0.6621, 0.2915, 49.93, 34.03, 0.00, 404, 275, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:47.790, 21.84, 10210.1.22,
 22:19:37.700,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7910, 0.6113, 0.1436, 0.7295, 0.6680, 0.2988, 50.22, 34.56, 0.00, 406, 279, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:47.880, 21.78, 10210.1.22,
 22:19:37.790,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7910, 0.6108, 0.1436, 0.7271, 0.6548, 0.3105, 50.09, 34.24, 0.00, 405, 277, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:47.970, 21.71, 10210.1.22,
 22:19:37.881,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7915, 0.6108, 0.1436, 0.7305, 0.6626, 0.3018, 50.18, 34.21, 0.00, 406, 276, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:48.060, 21.84, 10210.1.22,
 22:19:37.972,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7920, 0.6104, 0.1440, 0.7461, 0.7002, 0.2910, 49.97, 34.38, 0.00, 404, 278, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:48.150, 21.84, 10210.1.22,
 22:19:38.062,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7920, 0.6104, 0.1440, 0.7476, 0.7100, 0.2979, 49.63, 35.21, 0.00, 401, 284, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:48.240, 21.84, 10210.1.22,
 22:19:38.152,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7920, 0.6099, 0.1440, 0.7583, 0.7202, 0.3076, 50.01, 35.17, 0.00, 404, 284, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:48.330, 21.84, 10210.1.22,
 22:19:38.242,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7925, 0.6099, 0.1445, 0.7520, 0.7310, 0.3115, 49.59, 34.93, 0.00, 401, 282, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:48.420, 21.78, 10210.1.22,
 22:19:38.332,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7925, 0.6094, 0.1445, 0.7437, 0.7358, 0.3042, 49.58, 34.61, 0.00, 401, 280, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:48.510, 21.65, 10210.1.22,
 22:19:38.422,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7925, 0.6094, 0.1445, 0.7383, 0.7266, 0.2944, 49.83, 35.32, 0.00, 403, 285, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:48.600, 21.97, 10210.1.22,
 22:19:38.513,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7930, 0.6094, 0.1445, 0.7383, 0.7266, 0.2944, 49.83, 35.32, 0.00, 403, 285, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:48.690, 21.71, 10210.1.22,
 22:19:38.603,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7930, 0.6094, 0.1450, 0.7363, 0.6826, 0.2925, 50.18, 35.40, 0.00, 406, 286, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:48.780, 22.09, 10210.1.22,
 22:19:38.696,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7930, 0.6089, 0.1450, 0.7310, 0.6753, 0.2915, 50.61, 35.17, 0.00, 409, 284, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:48.870, 21.78, 10210.1.22,
 22:19:38.786,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7930, 0.6089, 0.1450, 0.7520, 0.6660, 0.2788, 50.58, 34.43, 0.00, 409, 278, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:48.965, 21.84, 10210.1.22,
 22:19:38.875,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7930, 0.6089, 0.1450, 0.7598, 0.6250, 0.2715, 50.59, 33.67, 0.00, 409, 272, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:49.055, 22.09, 10210.1.22,
 22:19:38.965,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7930, 0.6084, 0.1455, 0.7588, 0.6528, 0.2773, 51.11, 34.05, 0.00, 413, 275, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:49.145, 21.84, 10210.1.22,
 22:19:39.056,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7930, 0.6084, 0.1455, 0.7368, 0.6426, 0.2822, 50.29, 33.49, 0.00, 406, 271, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:49.235, 21.65, 10210.1.22,
 22:19:39.145,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7930, 0.6084, 0.1455, 0.7280, 0.6060, 0.2773, 49.41, 32.71, 0.00, 399, 264, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:49.325, 21.97, 10210.1.22,
 22:19:39.236,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7930, 0.6084, 0.1460, 0.7231, 0.6001, 0.2788, 49.56, 32.98, 0.00, 401, 266, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:49.415, 21.78, 10210.1.22,
 22:19:39.325,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7930, 0.6084, 0.1460, 0.7295, 0.6328, 0.2827, 49.49, 33.88, 0.00, 400, 274, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:49.505, 21.90, 10210.1.22,
 22:19:39.416,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7930, 0.6084, 0.1460, 0.7236, 0.6021, 0.2832, 49.37, 33.48, 0.00, 399, 270, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:49.590, 21.90, 10210.1.22,
 22:19:39.505,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7930, 0.6079, 0.1460, 0.7319, 0.6216, 0.2871, 49.76, 33.88, 0.00, 402, 274, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:49.685, 22.09, 10210.1.22,
 22:19:39.595,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7930, 0.6079, 0.1460, 0.7319, 0.6216, 0.2871, 49.76, 33.88, 0.00, 402, 274, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:49.770, 21.71, 10210.1.22,
 22:19:39.684,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7930, 0.6079, 0.1465, 0.7588, 0.6226, 0.3032, 50.23, 34.33, 0.00, 406, 277, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:49.865, 21.84, 10210.1.22,
 22:19:39.772,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7930, 0.6079, 0.1465, 0.7568, 0.6304, 0.3022, 50.48, 34.28, 0.00, 408, 277, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:49.950, 21.97, 10210.1.22,
 22:19:39.863,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7930, 0.6079, 0.1465, 0.7524, 0.6216, 0.2910, 50.62, 33.84, 0.00, 409, 273, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:50.040, 21.84, 10210.1.22,
 22:19:39.954,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7935, 0.6074, 0.1465, 0.7671, 0.6279, 0.2856, 50.79, 33.96, 0.00, 411, 274, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:50.130, 21.84, 10210.1.22,
 22:19:40.043,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7935, 0.6074, 0.1470, 0.7568, 0.6025, 0.2720, 50.18, 33.71, 0.00, 406, 272, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:50.220, 21.84, 10210.1.22,
 22:19:40.134,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7939, 0.6069, 0.1470, 0.7412, 0.6162, 0.2764, 49.56, 33.70, 0.00, 401, 272, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:50.310, 21.97, 10210.1.22,
 22:19:40.223,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7939, 0.6069, 0.1470, 0.7363, 0.6333, 0.2803, 48.71, 34.29, 0.00, 394, 277, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:50.400, 21.84, 10210.1.22,
 22:19:40.315,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7939, 0.6064, 0.1470, 0.7163, 0.6196, 0.2886, 48.58, 33.95, 0.00, 393, 274, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:50.490, 21.78, 10210.1.22,
 22:19:40.405,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7944, 0.6064, 0.1470, 0.7119, 0.6167, 0.2905, 48.97, 33.97, 0.00, 396, 274, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:50.585, 21.97, 10210.1.22,
 22:19:40.496,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7944, 0.6060, 0.1475, 0.7163, 0.6226, 0.3018, 49.17, 33.90, 0.00, 397, 274, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:50.675, 21.78, 10210.1.22,
 22:19:40.587,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7944, 0.6060, 0.1475, 0.7202, 0.6475, 0.3062, 49.56, 35.17, 0.00, 401, 284, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:50.765, 21.97, 10210.1.22,
 22:19:40.678,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7944, 0.6060, 0.1475, 0.7202, 0.6475, 0.3062, 49.56, 35.17, 0.00, 401, 284, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:50.855, 22.09, 10210.1.22,
 22:19:40.768,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7949, 0.6060, 0.1475, 0.7432, 0.6563, 0.3027, 49.58, 35.26, 0.00, 401, 285, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:50.945, 21.97, 10210.1.22,
 22:19:40.859,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7949, 0.6055, 0.1475, 0.7339, 0.6631, 0.3022, 50.01, 34.92, 0.00, 404, 282, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:51.035, 21.78, 10210.1.22,
 22:19:40.950,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7949, 0.6055, 0.1475, 0.7197, 0.6450, 0.3047, 49.73, 34.55, 0.00, 402, 279, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:51.125, 21.78, 10210.1.22,
 22:19:41.040,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7949, 0.6055, 0.1475, 0.7173, 0.6284, 0.3125, 50.01, 34.38, 0.00, 404, 278, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:51.220, 21.97, 10210.1.22,
 22:19:41.131,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7954, 0.6050, 0.1479, 0.7261, 0.6313, 0.3076, 51.08, 35.00, 0.00, 413, 283, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:51.310, 21.84, 10210.1.22,
 22:19:41.221,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7954, 0.6050, 0.1479, 0.8486, 0.6860, 0.3174, 52.78, 36.60, 0.00, 427, 296, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:51.400, 21.65, 10210.1.22,
 22:19:41.310,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7954, 0.6050, 0.1479, 0.8936, 0.7197, 0.3306, 53.86, 37.58, 0.00, 435, 304, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:51.490, 22.16, 10210.1.22,
 22:19:41.400,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7954, 0.6050, 0.1484, 0.9360, 0.7300, 0.3335, 54.65, 38.57, 0.00, 442, 312, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:51.575, 21.78, 10210.1.22,
 22:19:41.491,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7954, 0.6050, 0.1484, 0.9575, 0.7959, 0.3359, 55.30, 39.81, 0.00, 447, 322, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:51.670, 21.90, 10210.1.22,
 22:19:41.582,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7954, 0.6045, 0.1489, 0.9697, 0.8037, 0.3354, 55.41, 40.13, 0.00, 448, 324, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:51.760, 21.65, 10210.1.22,
 22:19:41.674,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7954, 0.6045, 0.1489, 0.9922, 0.8081, 0.3394, 55.27, 39.96, 0.00, 447, 323, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:51.850, 21.78, 10210.1.22,
 22:19:41.764,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7954, 0.6045, 0.1489, 0.9922, 0.8081, 0.3394, 55.27, 39.96, 0.00, 447, 323, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:51.940, 21.65, 10210.1.22,
 22:19:41.853,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7954, 0.6045, 0.1494, 0.9980, 0.8008, 0.3311, 54.21, 39.03, 0.00, 438, 315, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:52.030, 21.84, 10210.1.22,
 22:19:41.943,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7954, 0.6045, 0.1494, 0.9658, 0.7539, 0.3257, 53.06, 37.30, 0.00, 429, 301, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:52.120, 21.84, 10210.1.22,
 22:19:42.034,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7954, 0.6045, 0.1494, 0.9136, 0.7002, 0.3203, 52.07, 35.94, 0.00, 421, 290, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:52.210, 22.09, 10210.1.22,
 22:19:42.126,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7954, 0.6045, 0.1494, 0.8496, 0.6855, 0.3179, 51.30, 35.24, 0.00, 415, 285, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:52.300, 21.78, 10210.1.22,
 22:19:42.217,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7954, 0.6040, 0.1494, 0.8218, 0.6792, 0.3018, 50.82, 35.24, 0.00, 411, 285, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:52.395, 21.59, 10210.1.22,
 22:19:42.307,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7954, 0.6040, 0.1499, 0.8013, 0.6367, 0.2944, 50.32, 34.56, 0.00, 407, 279, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:52.485, 21.84, 10210.1.22,
 22:19:42.397,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7954, 0.6040, 0.1499, 0.7651, 0.6094, 0.2915, 49.39, 33.37, 0.00, 394, 266, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:52.575, 22.09, 10210.1.22,
 22:19:42.488,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7954, 0.6040, 0.1499, 0.7607, 0.5684, 0.2871, 49.05, 32.57, 0.00, 391, 260, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:52.665, 21.71, 10210.1.22,
 22:19:42.579,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7954, 0.6035, 0.1499, 0.7520, 0.5244, 0.2939, 48.77, 31.61, 0.00, 389, 252, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:52.755, 21.97, 10210.1.22,
 22:19:42.669,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7959, 0.6035, 0.1499, 0.7412, 0.5176, 0.2974, 49.45, 31.87, 0.00, 395, 254, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:52.845, 21.84, 10210.1.22,
 22:19:42.759,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7959, 0.6035, 0.1504, 0.7578, 0.5654, 0.3120, 50.72, 32.99, 0.00, 405, 263, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:52.935, 21.78, 10210.1.22,
 22:19:42.848,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7959, 0.6030, 0.1504, 0.8203, 0.5928, 0.3159, 51.42, 33.69, 0.00, 410, 269, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:53.025, 21.97, 10210.1.22,
 22:19:42.940,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7959, 0.6030, 0.1504, 0.8203, 0.5928, 0.3159, 51.42, 33.69, 0.00, 410, 269, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:53.115, 21.97, 10210.1.22,
 22:19:43.032,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7964, 0.6030, 0.1504, 0.8613, 0.6128, 0.3276, 51.85, 34.01, 0.00, 414, 271, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:53.210, 21.90, 10210.1.22,
 22:19:43.122,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7964, 0.6025, 0.1509, 0.8687, 0.6030, 0.3394, 52.04, 33.89, 0.00, 415, 270, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:53.300, 21.78, 10210.1.22,
 22:19:43.212,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7964, 0.6025, 0.1509, 0.8999, 0.6328, 0.3350, 52.17, 34.34, 0.00, 416, 274, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:53.390, 21.84, 10210.1.22,
 22:19:43.303,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7969, 0.6021, 0.1509, 0.8433, 0.6055, 0.3359, 51.11, 33.34, 0.00, 408, 266, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:53.480, 21.84, 10210.1.22,
 22:19:43.393,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7969, 0.6021, 0.1514, 0.8354, 0.6323, 0.3413, 48.99, 31.71, 0.00, 391, 253, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:53.570, 21.97, 10210.1.22,
 22:19:43.481,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7969, 0.6021, 0.1514, 0.8022, 0.6895, 0.3418, 47.30, 32.74, 0.00, 378, 261, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:53.660, 21.84, 10210.1.22,
 22:19:43.573,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7974, 0.6016, 0.1514, 0.7842, 0.6401, 0.3047, 46.82, 33.58, 0.00, 374, 268, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:53.750, 21.65, 10210.1.22,
 22:19:43.663,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7974, 0.6016, 0.1514, 0.7773, 0.6807, 0.2939, 49.42, 35.63, 0.00, 394, 284, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:53.840, 21.84, 10210.1.22,
 22:19:43.753,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7979, 0.6011, 0.1514, 0.7656, 0.7153, 0.3037, 50.09, 36.46, 0.00, 400, 291, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:53.930, 21.90, 10210.1.22,
 22:19:43.844,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7979, 0.6011, 0.1514, 0.7695, 0.6187, 0.3096, 49.81, 33.95, 0.00, 398, 271, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:54.020, 21.65, 10210.1.22,
 22:19:43.933,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7979, 0.6011, 0.1514, 0.7695, 0.6187, 0.3096, 49.81, 33.95, 0.00, 398, 271, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:54.110, 21.78, 10210.1.22,
 22:19:44.023,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7979, 0.6011, 0.1514, 0.7642, 0.6021, 0.3022, 50.24, 33.32, 0.00, 401, 266, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:54.200, 22.09, 10210.1.22,
 22:19:44.114,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7983, 0.6006, 0.1519, 0.7549, 0.5620, 0.3037, 50.82, 33.58, 0.00, 406, 268, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:54.290, 22.09, 10210.1.22,
 22:19:44.204,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7983, 0.6006, 0.1519, 0.7627, 0.5718, 0.3022, 51.05, 33.73, 0.00, 407, 269, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:54.380, 22.09, 10210.1.22,
 22:19:44.295,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7983, 0.6006, 0.1519, 0.7700, 0.5713, 0.3018, 50.97, 33.41, 0.00, 407, 267, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:54.470, 21.90, 10210.1.22,
 22:19:44.385,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7983, 0.6001, 0.1519, 0.7769, 0.5767, 0.3022, 51.27, 33.48, 0.00, 409, 267, 0, 19.9, 19.9, 19.6, 2000-00-00 01:10:54.560, 21.97, 10210.1.22,
 22:19:44.474,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7983, 0.6001, 0.1523, 0.7749, 0.5796, 0.2969, 51.48, 33.67, 0.00, 411, 269, 0, 19.9, 19.9, 19.6, 2000-00-00 01:10:54.650, 22.09, 10210.1.22,
